player_name,player_number,position,height,weight,birth_year,hometown,home_state,school,passing_yards,passing_comp,passing_att,passing_pct,passing_td,passing_int,passing_long,passing_rating,rushing_yards,rushing_carries,rushing_long,rushing_td,receiving_yards,receiving_rec,receiving_long,receiving_td,tackles_solo,tackles_assists,tackles_for_loss,sacks,forced_fumbles,interceptions,interception_return_yards,interception_return_long,interception_return_td,fumble_recoveries,fumble_return_yards,fumble_return_long,fumble_return_td,pass_deflections,blocked_kicks_and_punts,kickoff_returns,kickoff_returns_yards,kickoff_returns_long,kickoff_returns_td,punt_returns,punt_return_yards,punt_return_long,punt_return_td,punts,punting_yards,punting_touchbacks,punting_long,touchdowns,field_goals,field_goal_att,field_goal_long,pat_kicks,pat_kicks_att,safeties,pat_conversions,season,team,nr
Lindsey Moore,33.0,LB,5-6,175,1992,Los Angeles,CA,Southwest College,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Legends,
Salina Samario,35.0,DB,5-8,160,1994,El Monte,CA,Fullerton College,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Legends,
Meagan Curtis,38.0,RB,5-8,175,1997,Torrance,CA,Washington University,0,0,0,0.0,0,0,0,0.0,506.0,72,64,5,0,0,0,0,6.0,6.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,1,16,16,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2025,Legends,
Mary Rachel Love,41.0,LB,5-7,180,1991,Venice,CA,Santa Monica College,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,6.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Legends,
Tiffany Gonzales,43.0,OL,5-2,200,1981,Whittier,CA,El Rancho High,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Legends,
Lauren Davis,44.0,LB,5-7,175,1982,Compton,CA,Purdue,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,18.0,22.0,3.5,1.5,1,0,0,0,0,0,0,0,0,0,0,1,0,NR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Legends,
Precious Moses,50.0,DL,5-6,230,1994,Victorville,CA,Victor Valley High,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2.0,6.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Legends,
Dawna Zike,52.0,LB,5-9,190,1989,San Jose,CA,University of Arizona,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,5.0,17.0,0.0,0.0,0,0,0,0,0,1,0,NR,0,0,0,0,0,0,0,0,0,0,0,5,113,0,33,0,0,0,0,0,0,0,0,2025,Legends,
Jessica Jackson,54.0,OL,5-0,200,1982,Carson,CA,CSUDH,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Legends,
Shaina Cato,59.0,DL,5-7,260,1984,Compton,CA,CSUDH,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Legends,
Mila Porter Lawson,62.0,OL,5-8,245,1998,Oakland,CA,Santa Monica College,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,NR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Legends,
Darlene Martinez,65.0,OL,5-5,182,2005,Monrovia,CA,Monrovia High,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Legends,
Jennifer Ramirez,67.0,OL,5-7,280,1995,Riverside,CA,Riverside College,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Legends,
Nayla Cerna,73.0,OL,5-8,265,1995,Compton,CA,Locke High,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Legends,
Matalya Johnson,75.0,DL,5-5,165,2000,Los Angeles,CA,Southwest College,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,7.0,12.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Legends,
Natasha Jackson,77.0,OL,5-3,160,1982,Los Angeles,CA,Manual Arts High,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Legends,
Sabrina Casillas,79.0,DL,5-10,300,2001,Downey,CA,Cerritos College,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2.0,6.0,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Legends,
Aly Montesino,80.0,OL,5-7,180,2002,NR,NR,NR,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Legends,
Echo Levell,84.0,DB,5-7,160,1990,Pomona,CA,Garey High School,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Legends,
Olivia Morgan,85.0,WR,5-7,170,1988,Santa Cruz,CA,University of Nevada,0,0,0,0.0,0,0,0,0.0,0.0,1,NR,0,29,2,22,1,3.0,7.0,0.0,0.0,0,1,0,NR,0,0,0,0,0,6,0,0,0,0,0,4,29,18,0,0,0,0,0,1,0,0,0,0,0,0,0,2025,Legends,
Malaysia Quimby,87.0,WR,5-4,220,1987,Orange,NJ,Cal State LA,0,0,0,0.0,0,0,0,0.0,99.0,14,31,3,1,1,1,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2025,Legends,
Tina Orrick,90.0,OL,5-6,245,2001,Mammoth Lakes,CA,Mammoth High,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,7.0,6.0,3.5,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Legends,
Jessica Phillips,93.0,DL,5-9,315,1993,Carson,CA,Carson High School,0,0,0,0.0,0,0,0,0.0,14.0,4,8,0,13,1,13,0,2.0,7.0,0.5,0.5,1,0,0,0,0,1,0,NR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Legends,
Shardae Bell,95.0,OL,5-4,180,1986,Inland Empire,CA,San Bernadino College,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2.0,2.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Legends,
Deana Simmons-Guidry,0.0,LB,5-6,185,1978,Decatur,IL,UCLA,47,2,2,0.0,0,0,26,158.3,20.0,2,20,0,13,3,10,1,11.5,8.0,10.0,0.5,1,0,0,0,0,1,0,NR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2025,Elite Spartans,
Shantia Creech,3.0,DB,5-7,150,1991,Philadelphia,PA,Golden-Beacom College,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,5.0,9.0,1.0,0.0,0,2,14,10,0,1,0,NR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Elite Spartans,
Octavia Langston,6.0,QB,5-8,180,1991,Panama City,FL,University of North Florida,23,2,6,33.3,1,0,16,85.4,0.0,2,6,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Elite Spartans,
Michelle Angel,7.0,QB,5-9,140,1993,Laguna Hills,CA,Laguna Hills High School,627,55,99,55.6,14,5,48,93.3,0.0,7,NR,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Elite Spartans,
Waynicia Thomas,9.0,DE,5-6,170,1993,Birmingham,AL,Jacksonville State University,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,3.0,8.0,1.0,0.0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2025,Elite Spartans,
Cierra Childress,10.0,DB,5-5,143,1985,Cleveland,OH,Wellspring School of Allied Health,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,5.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Elite Spartans,
Denise Arceneaux,11.0,DL,5-9,220,1985,Houston,TX,Southern University A&M,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Elite Spartans,
Christine Jackman,12.0,DB,5-9,160,1983,Rialto,CA,Grand Canyon University,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Elite Spartans,
Jewelle Grimsley,13.0,DB,5-8,165,1988,St. Petersburg,FL,United States Army,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,8.0,2.0,0.0,0.0,0,1,25,25,1,0,0,0,0,0,0,1,23,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2025,Elite Spartans,
Kelli Smith,14.0,RB,5-5,152,1991,Chattanooga,TN,Brainerd High School,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Elite Spartans,
Chelsie Thompson,16.0,DB,5-9,175,1995,Tuscaloosa,AL,University of Alabama,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Elite Spartans,
Alonni Hawkins,17.0,LB,5-2,160,2007,Dallas,TX,Warren Travis White Highschool,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Elite Spartans,
Grace Wiley,18.0,DB,5-8,160,2001,Lake Oswego,OR,Washington State University,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,10.0,13.0,2.0,0.0,0,1,1,NR,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Elite Spartans,
Janei Benamon,19.0,DB,5-7,126,1997,Grovetown,GA,United States Air Force,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Elite Spartans,
Ashley Mcbay,20.0,WR,5-2,138,1990,Grand Prarie,TX,University of Kansas,0,0,0,0.0,0,0,0,0.0,131.0,16,36,4,111,9,27,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,102,34,0,8,64,27,0,0,0,0,0,7,0,0,0,0,0,0,0,2025,Elite Spartans,
Jamie Lock,21.0,DB,5-2,130,1990,Pelahatchie,MS,Mississippi Valley State University,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,8.5,6.0,3.0,0.0,0,2,11,11,1,0,0,0,0,1,0,0,0,0,0,2,59,39,1,0,0,0,0,2,0,0,0,0,0,0,0,2025,Elite Spartans,
Kerrie Isom,22.0,LB,5-6,165,2000,Birmingham,AL,Huffman High School,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,11.5,9.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Elite Spartans,
Summer Mcneal,23.0,WR,5-10,155,2003,Chino Hills,CA,Biola University,0,0,0,0.0,0,0,0,0.0,10.0,2,8,0,214,15,42,4,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,21,21,0,1,8,8,0,0,0,0,0,4,0,0,0,0,0,0,0,2025,Elite Spartans,
Khadijah Ellison,24.0,DB,5-9,150,1992,Roxbury,MA,Chipola College,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,4.0,5.0,2.0,0.0,0,0,0,0,0,0,0,0,0,1,0,2,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Elite Spartans,
Jazmine Rambo,26.0,RB,5-1,130,1993,Tacoma,WA,Arkansas State University,0,0,0,0.0,0,0,0,0.0,198.0,13,46,1,64,7,15,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,54,29,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2025,Elite Spartans,
Anna Tran,28.0,WR,5-4,145,NR,NR,NR,NR,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Elite Spartans,
Arielle Wilks,29.0,DL,5-9,255,1988,Dallas,TX,Jarvis Christian College,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.5,4.0,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Elite Spartans,
Cathy Wabenga,31.0,DB,5-3,135,1991,Dallas,TX,Northwestern Oklahoma State University,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Elite Spartans,
Amber Kimbrough,32.0,LB,5-8,220,1996,Chicago,IL,Massachusets Institute of Technology,0,0,0,0.0,0,0,0,0.0,8.0,1,8,0,0,0,0,0,8.5,9.0,4.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Elite Spartans,
Janice Mitchell,33.0,DB,5-4,190,1986,Thrall,TX,Sul Ross State University,0,0,0,0.0,0,0,0,0.0,218.0,43,15,1,0,0,0,0,3.0,2.0,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2025,Elite Spartans,
Cara Wesemann,34.0,WR,5-7,165,1992,Pleasant Hill,MO,MidAmerica Nazarene University,0,0,0,0.0,0,0,0,0.0,0.0,1,NR,0,25,2,13,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,203,0,37,0,0,2,NR,27,32,0,0,2025,Elite Spartans,
Armoni Stevenson,35.0,DL,5-7,215,2000,Jefferson City,MO,Williams Baptist University,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,4.5,3.0,0.0,0.0,0,0,0,0,0,2,0,NR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Elite Spartans,
Destanie Yarbrough,36.0,RB,5-7,218,1990,Fresno,CA,Fresno State University,0,0,0,0.0,0,0,0,0.0,378.0,51,53,6,52,2,48,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2025,Elite Spartans,
Timesha Wharton,37.0,DB,5-7,150,1988,Chicago,IL,United States Army,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Elite Spartans,
Mercedes Tyler,39.0,LB,5-4,175,1990,San Diego,CA,CSU Sacramento,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,5.0,5.0,1.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Elite Spartans,
Jazpony Harris,40.0,DB,5-3,120,1995,Bastrop,LA,Art Institute,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Elite Spartans,
Aerial Green,41.0,DB,5-4,140,1997,Monroe,LA,Grambling State University,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Elite Spartans,
Jimeriam Jackson,42.0,DL,5-10,220,1991,Sandhill,MS,Tougaloo College,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,3.0,2.0,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Elite Spartans,
Brooke Denny,44.0,LB,5-4,155,1993,Bedford,TX,Central High School,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Elite Spartans,
Tyara Blades,45.0,LB,5-4,170,1996,Humble,TX,Texas A&M University,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2.5,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Elite Spartans,
Teasha Martin-Palmer,47.0,OL,5-3,230,1992,Tacoma,WA,Dallas College,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Elite Spartans,
Jessica Jeans,49.0,LB,5-4,175,1989,Anchorage,AK,Abilene Christian University,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,3.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Elite Spartans,
Christine Jaqueth Mason,50.0,LB,5-8,180,1988,Cincinnati,OH,John Carroll University,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,11.5,9.0,2.5,0.5,0,0,0,0,0,1,0,NR,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Elite Spartans,
Umeki Webb,51.0,OL,5-11,215,1975,Oak Cliff,TX,North Carolina State University,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Elite Spartans,
Antionette Van,52.0,LB,5-6,185,1998,Shrevport,LA,United States Marine Corps,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Elite Spartans,
Kimberly Thomas,54.0,OL,5-6,245,NR,Birmingham,AL,NR,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Elite Spartans,
Fancy Robinson,55.0,DL,5-7,231,1984,Dallas,TX,Texas College,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,4.0,5.0,2.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Elite Spartans,
Similti Lealiki,57.0,DL,5-4,235,1990,Silver Stars,NV,Rancho High School,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Elite Spartans,
Jacora Garry,58.0,LB,5-2,193,1994,St. Louis,MO,Maryville University,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Elite Spartans,
Kristyn Aoake Taylor,59.0,DL,5-7,190,1991,Auckland,New Zealand,The University of Auckland,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Elite Spartans,
Janae Hammond,64.0,DL,5-7,270,2001,Chicago,IL,Huston-Tilliotson University,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Elite Spartans,
Lily Bell,65.0,OL,5-5,237,2008,Dubois,PA,Andrews High School,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Elite Spartans,
Amanda Morgan,72.0,OL,5-6,260,1993,Chicago,IL,Millikin University,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Elite Spartans,
Cierra Beck,74.0,OL,5-9,230,1999,Fort Worth,TX,Orion High School,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Elite Spartans,
Renee Fruean,75.0,DL,5-10,370,1985,Honolulu,HI,University of Louisiana at Monroe,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,3.5,3.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Elite Spartans,
Lucinda Watkins,76.0,OL,5-6,265,1976,Midlothian,TX,Paul Quinn College,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Elite Spartans,
Tammie Moore,78.0,OL,5-8,290,1993,St. Louis,MO,Southeast Missouri State University,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Elite Spartans,
Shavonne Ford,80.0,OL,5-10,240,1978,Culver City,CA,Southern Arkansas University,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Elite Spartans,
Maria Jackson,81.0,WR,5-6,165,1985,Cleveland,OH,Case Western Reserve University,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,140,12,39,2,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2025,Elite Spartans,
Eloisa Torres Torres,82.0,WR,5-6,164,1993,Mexico City,Mexico,Tecnológico de Monterrey Santa Fe,0,0,0,0.0,0,0,0,0.0,2.0,1,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Elite Spartans,
Sarah Watson De La Torre,83.0,WR,5-7,162,1994,Knob Noster,MO,Excelsior University,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,89,10,26,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Elite Spartans,
